road_age_years,daily_traffic,heavy_vehicle_pct,rainfall_mm,waterlogging_events,drainage_score,asphalt_quality,repair_count,avg_temperature,soil_stability,road_damage_index,predicted_damage,risk_level,x,y
14,45340,48.11557716771469,258,11,2,2,2,25,9,127.2037069117998,127.6510532605142,Critical,10,52
17,1739,50.32989997939472,488,13,9,6,2,36,10,62.84832721896105,62.13220062551375,Moderate,81,31
8,2545,44.79851907668733,430,4,1,9,8,11,3,58.566911384240676,63.372388408888945,Moderate,90,85
15,30140,50.79757729910282,162,9,2,3,2,29,4,118.59856338169591,122.67909758381026,Critical,30,54
14,10327,16.045581259620647,293,19,3,7,7,29,5,103.53951967075515,95.60803463961491,Critical,34,24
18,6127,29.86240771188909,215,1,3,10,7,29,5,37.81391793863204,41.340967846534966,Moderate,43,40
20,24331,43.05157839702825,240,3,10,9,2,28,2,55.91833503377247,52.98172714198945,Moderate,54,25
7,24004,40.05658738643242,306,11,4,9,9,27,5,73.72493735413246,77.77484792393747,Critical,44,28
3,42833,44.39949655807479,376,10,5,4,9,22,10,74.75713095819866,84.48958815377551,Critical,20,81
12,11492,17.334211073317743,267,3,6,2,5,26,1,58.25987029664887,58.65891138103232,Moderate,51,35
3,14749,10.413908997474437,408,10,1,1,7,42,7,81.924103104253,79.37872236876504,Critical,19,83
20,24508,55.4243617941127,324,8,8,6,7,37,5,105.41884761580913,107.17153243165636,Critical,8,96
14,10045,35.80945425620472,101,9,6,5,9,14,6,46.37150341721964,56.08638001548176,Moderate,94,83
15,21116,13.460425847907603,423,5,10,6,9,37,9,21.39798040950269,32.74064325455524,Healthy,8,2
14,19667,48.639012003804886,207,14,9,7,8,34,3,98.36621865207816,92.5176225897084,Critical,57,58
7,10521,55.32114651461054,412,9,5,9,8,29,1,86.52664216015282,86.47611700063848,Critical,70,33
17,9669,14.325993521410998,104,5,7,10,7,30,8,6.905558874631376,3.616747796635096,Healthy,32,5
12,28302,49.95768503980108,63,0,4,10,6,22,2,56.00644720883291,54.448284809417075,Moderate,0,30
20,12283,56.327378372552054,318,19,6,6,9,15,2,139.67295977745545,145.44847447476832,Critical,82,98
4,31935,56.609888016280955,389,3,6,6,2,38,10,43.48383189176275,44.726999069033255,Moderate,2,31
9,7998,55.278605390942566,139,13,4,3,6,18,4,84.77587596195468,93.02631119844042,Critical,38,41
6,29806,35.053155679805656,76,19,6,8,3,38,5,78.33750627494027,73.58062839973714,Critical,11,56
16,32624,24.59162244896281,138,19,8,9,1,10,1,85.17372662995518,83.31020076772656,Critical,93,72
2,14440,5.400004423170511,442,7,5,1,7,39,3,63.583201486179085,60.169892149412696,Moderate,15,45
8,46465,8.35017247793399,90,10,2,6,1,41,8,67.39849696022418,61.25107605042312,Moderate,76,90
11,47501,28.586145841356487,353,14,9,7,0,32,6,75.0681874074289,76.97577789328332,Critical,49,87
13,22797,26.96293805153307,317,18,4,8,4,19,3,97.78029081378175,101.57285541292923,Critical,87,55
17,2269,15.159265026343576,187,7,4,10,9,30,7,30.587098400699062,31.047251069749855,Healthy,80,49
8,8868,26.751401541741124,55,12,7,8,8,35,6,34.90721491876386,28.34433247317363,Healthy,26,85
18,31251,14.605753600045245,291,17,10,7,4,24,5,68.16441448101106,76.06558744642227,Critical,28,29
18,13373,51.68351890267123,211,16,10,8,1,26,8,58.883217675886,58.44301804116773,Moderate,77,35
14,19987,21.400718283157936,229,5,6,9,9,44,8,42.472399114192896,38.57211356985025,Moderate,68,25
15,39729,37.92103925870705,346,14,4,10,3,34,3,119.46571963632631,118.18149639377376,Critical,51,49
6,16734,32.65636840994978,55,12,6,7,7,24,8,36.124791307046266,30.50837192753815,Healthy,5,1
11,43429,7.853514267669572,435,17,3,3,6,42,10,108.43661944892159,116.97199029836364,Critical,23,6
13,42337,56.82285457201414,320,10,7,9,4,20,9,83.93170574560503,78.44987303488242,Critical,39,26
1,41325,33.997428803776586,450,12,6,1,3,33,10,76.10187466560085,79.58367192167087,Critical,32,79
6,19064,22.878170386549844,321,0,3,8,4,15,3,16.15084803592442,26.35457409259803,Healthy,8,48
9,9433,13.696961329818754,205,17,1,6,6,37,8,70.35652937147037,72.28173048118721,Critical,48,45
8,49421,23.618964909975965,134,4,10,3,4,38,8,33.3615574048962,37.581714753172726,Moderate,66,92
11,10111,6.128138166286423,249,5,5,9,7,30,7,8.633092684919466,9.376383554984983,Healthy,22,84
19,39450,24.995698544156376,59,0,10,6,6,21,8,17.286967807831605,24.629139312640675,Healthy,84,25
9,49247,34.23172600174777,187,6,2,7,6,31,1,110.13642846758454,110.96755102998424,Critical,21,81
17,16047,52.95264352180196,291,3,7,2,8,36,3,99.89458358489532,102.78406251453124,Critical,71,64
12,9084,42.80559297337887,443,8,7,1,7,30,6,96.84808153895608,87.00397565364874,Critical,83,1
14,22751,11.137027222328278,250,14,4,1,7,24,7,96.129609816597,95.60367795971311,Critical,77,77
15,17453,13.12604784408786,205,5,6,3,5,27,7,44.69508971755136,43.54381415713402,Moderate,93,78
16,21308,28.546785230010606,457,16,1,3,6,19,6,137.02485178638454,138.64231423509978,Critical,7,63
20,39968,15.763926340133331,324,19,2,8,7,31,4,153.65675519565417,148.05460557438744,Critical,18,63
1,31077,6.531737767051567,274,17,6,7,4,29,5,50.268852549398474,47.953590776138356,Moderate,37,99
10,44046,49.27581840649386,117,3,2,10,9,28,9,75.25221549469076,67.75191969672498,Moderate,99,87
8,35775,6.073741388389677,233,8,4,8,1,37,1,64.68547384107976,59.50275611597591,Moderate,5,59
18,49570,50.68792828589077,244,13,4,1,6,10,2,170.8343474422475,173.02741499732878,Critical,51,88
1,47097,12.925717966813131,91,2,10,4,9,43,5,24.24541715355657,20.62409405815447,Healthy,33,8
2,25503,58.60731259439139,445,0,9,8,2,44,5,32.75944578568305,28.428255173395684,Healthy,73,14
1,3779,38.21306515044046,451,10,10,10,9,35,7,12.633092921823755,7.682406959417904,Healthy,94,36
1,22304,45.42406343964425,200,0,7,2,7,39,8,29.750282563182193,27.60090782169123,Healthy,10,5
9,1755,11.076599538243569,133,11,7,7,5,21,10,-17.22128692347335,-10.834913590698065,Healthy,42,42
13,40263,52.4157240398314,183,8,1,8,3,23,6,103.72954879643952,103.9261945112571,Critical,34,44
1,43955,51.155578857934614,358,4,5,9,1,13,6,43.615005893587494,42.77971366640976,Moderate,10,75
13,43281,40.91460023479447,403,14,3,7,6,21,5,132.44765237769303,132.45959628035627,Critical,39,90
20,18400,32.6251175527463,347,17,3,9,0,33,5,114.25702446663941,108.70185574136406,Critical,31,70
7,41115,44.681904522241986,499,8,6,2,6,40,8,103.08425301185193,106.7645895131031,Critical,48,27
2,15249,5.326051843528298,79,12,4,1,9,10,5,43.930340838787174,43.156136813437016,Moderate,89,51
6,48647,37.584241546915266,58,12,8,1,9,10,6,86.84649115544912,87.15983053508226,Critical,85,75
7,47825,51.607337421108014,219,12,4,4,6,24,3,132.76848258974118,129.52848236871935,Critical,56,34
14,45825,24.629493794611516,339,9,8,1,9,22,5,119.71933011883971,111.01924328014188,Critical,64,65
18,25600,10.955914606560425,217,9,4,7,2,38,9,57.697417623972946,54.79084581030521,Moderate,47,25
15,38706,28.14824873587634,393,6,3,8,3,13,3,95.28576506366251,92.58070060836724,Critical,92,19
2,20222,44.99074469821788,194,4,5,3,3,24,8,26.355440054394407,31.176000424950928,Healthy,51,88
10,34505,10.90156657038699,462,19,5,1,3,21,7,102.62825967544546,110.83051503882645,Critical,38,61
12,39968,16.33267081170895,277,6,10,3,8,34,4,70.53266769146997,69.43038163924425,Moderate,85,84
17,42139,13.115351575578496,355,19,10,2,5,36,5,118.89872371328481,120.32344731896917,Critical,53,0
8,42302,48.83212655663737,125,9,1,6,9,15,8,101.16937524930003,98.99032115968701,Critical,95,91
11,30148,8.459094234886777,272,9,8,7,8,32,10,25.470673320189963,28.696964187653833,Healthy,24,52
3,23302,42.76225761629381,226,12,8,9,3,24,7,33.18640763981643,25.823720942636797,Healthy,44,76
6,3623,25.155130641425526,238,14,8,5,6,14,10,6.646218690066474,12.324277437035043,Healthy,28,29
9,9646,46.56851835869163,351,5,10,4,9,32,10,29.280763091988213,30.11411567899254,Healthy,31,59
6,14543,58.04108803312207,95,19,4,1,8,24,2,130.3191219576628,132.24877869985804,Critical,93,9
9,29960,11.299991477256526,431,11,9,6,9,34,8,56.44848253360206,51.25683101809784,Moderate,81,21
7,23785,22.291177258710213,66,18,10,8,2,39,8,21.522353524920145,22.48225721436215,Healthy,66,28
9,13817,49.55689852453713,115,10,3,4,2,13,9,52.17245684381769,54.74481230995336,Moderate,11,68
18,32406,19.638711232814707,409,5,7,1,5,22,2,104.86048079333203,104.66549078444436,Critical,57,7
12,24456,16.83163283753225,310,0,6,5,7,32,4,43.37644482700111,47.36400750622758,Moderate,19,52
8,24777,50.395788782793446,172,1,9,10,0,25,2,15.302273609489323,14.736154719955074,Healthy,49,10
8,21914,59.289530020328364,280,14,4,5,3,44,4,115.09689592422876,115.8702762975719,Critical,7,25
18,30553,35.62843245813812,487,3,4,2,7,25,3,140.7218792402641,126.6236043066366,Critical,30,18
20,24548,20.292681158333657,174,4,6,6,5,16,7,45.309709771540376,47.48689857230847,Moderate,23,18
15,38265,26.921127888002967,161,14,8,10,1,22,5,59.31501957944907,59.59313518271175,Moderate,12,29
7,41701,14.357168006098496,321,10,3,9,7,38,7,71.2375073969827,70.56116883996343,Critical,71,35
11,7727,46.90380033899139,130,9,8,6,0,29,2,48.51581549196974,46.622168833509704,Moderate,41,41
20,45924,47.541070980252236,295,16,8,8,0,38,4,132.0726793675401,127.041549030298,Critical,77,55
16,33427,53.13165458103719,396,1,7,10,6,27,6,76.09859738928114,66.4071012970575,Moderate,78,8
4,17692,6.4631409978110135,440,19,7,3,9,31,5,75.65724576058412,80.03828065569081,Critical,84,6
6,32625,35.908973789450854,441,9,5,10,2,17,2,69.80541110532222,67.48582254108425,Moderate,78,17
3,25918,16.78404888887514,377,19,2,2,7,12,7,98.44317986106302,99.61749576298307,Critical,25,8
9,42395,23.74856585207964,264,2,2,4,8,38,2,104.58557163072044,103.31556632120362,Critical,37,5
10,42136,48.17255884075791,401,18,10,9,7,18,9,88.48591506798395,83.00410804216872,Critical,37,69
14,16577,15.56185087988229,284,4,8,9,0,17,7,4.004814194648677,-4.549996326725136,Healthy,54,44
11,20619,40.10879628195993,416,2,6,3,0,39,3,77.13925097716799,72.7417607976881,Critical,96,21
18,47240,41.0011405172979,131,7,8,1,5,21,6,105.87747611591438,104.36038825790612,Critical,9,80
12,34710,57.475165319626534,343,4,3,1,0,37,5,124.20182250781232,119.24975250126477,Critical,82,78
12,38388,47.633851069091534,359,11,1,4,7,19,9,121.42809915861112,126.02717019647655,Critical,10,72
13,17195,49.19993309345314,125,13,6,4,5,22,3,92.72601462404026,96.15782455800257,Critical,2,69
13,28689,34.23804119598414,64,6,2,10,4,11,2,65.66166238664778,64.49956151379305,Moderate,22,86
19,12154,15.272944393930386,269,10,9,6,5,10,2,60.83123704595057,54.72877524091901,Moderate,61,80
19,40121,28.40598511450934,279,7,5,5,3,31,4,104.00769542556372,105.71240854577921,Critical,69,95
14,30412,35.22192654315012,483,4,5,6,0,42,1,97.4174818655723,98.54435034697173,Critical,40,31
4,22341,42.31305884425418,489,7,10,10,6,25,9,2.6194549820644415,12.314328882545972,Healthy,40,66
13,33018,38.424001150756,421,11,8,7,9,38,3,119.65876349495683,108.0000818144988,Critical,92,15
8,10145,26.668780590448396,314,14,6,7,8,19,5,56.77034730552909,57.83841194635667,Moderate,3,1
19,43262,19.59222088477128,313,18,3,10,3,16,2,114.90971554822889,128.894170993892,Critical,2,66
12,47330,14.25269637620257,159,15,9,10,3,10,8,37.107717457512734,36.12158241318664,Moderate,83,40
18,23223,43.16149624497465,452,13,10,9,8,35,3,103.23657591625374,100.98500093023218,Critical,50,50
6,3880,40.49692708718668,356,6,4,6,3,14,5,37.08760641224188,37.88171981558452,Moderate,54,13
18,22271,42.80548561667936,249,7,10,8,9,44,7,58.50444443467332,63.07557067747365,Moderate,62,77
19,34313,25.48900990415372,275,6,4,2,3,22,2,119.99332164327319,115.67584915894753,Critical,48,93
5,47900,19.432430241390975,234,17,2,8,7,36,3,119.30169989482525,115.86459041058725,Critical,71,48
9,14304,46.7846730774509,80,5,3,9,3,21,8,28.062004728274005,25.00564684302813,Healthy,69,48
3,35695,47.55060672804338,151,18,4,4,8,39,10,96.07432679691418,100.22354156605272,Critical,68,26
10,31225,30.058900568176234,308,3,7,5,7,41,8,48.108349223949304,51.31167049538667,Moderate,7,80
19,21536,38.65472466220283,148,2,3,5,4,40,3,90.08752488202595,91.87413032543579,Critical,7,38
3,31831,25.543581532745765,388,16,8,2,8,14,10,62.57350749512748,64.8178654298922,Moderate,98,72
15,12673,43.607096006589366,348,18,8,5,7,11,7,93.46554808470728,90.26286081282646,Critical,18,35
1,22917,50.96468781563292,334,14,10,9,9,16,2,56.65456263925636,58.292854254479245,Moderate,73,9
7,28829,42.852830253460716,315,5,2,4,3,10,9,57.76149657879977,62.44051613471618,Moderate,54,92
12,16372,33.19204447659251,189,11,4,10,3,12,8,38.18162471516393,35.76044263838082,Moderate,98,3
17,26938,30.22618777208037,351,18,8,3,0,29,9,104.16203350354185,92.46399809676564,Critical,72,84
20,3663,40.32758080366594,335,5,1,7,3,11,9,58.490901087599646,62.27429498308851,Moderate,71,1
5,48801,42.389599038073165,399,10,1,8,7,30,7,106.6048819697108,110.59836816067804,Critical,7,78
4,10465,35.73011939384965,265,19,4,10,4,41,4,69.73723059112186,70.35695393072031,Critical,56,27
12,4326,39.37182513090672,81,19,2,6,5,29,5,99.06505480790449,95.24552808829544,Critical,71,88
20,4659,10.312377537199271,352,9,1,6,3,40,7,78.85748207377549,76.34878618893265,Critical,83,25
18,28594,57.34710338782797,137,15,8,5,4,42,5,116.9007446922318,117.54267634322449,Critical,6,72
17,5763,48.49251850526187,112,17,2,6,9,33,10,99.79656804246652,102.13795110340179,Critical,45,29
19,24121,25.56603283387311,459,13,4,9,7,27,8,105.91024833596661,95.77734282086857,Critical,21,8
9,11828,35.95469360244965,436,3,3,2,8,29,5,88.57146383217606,83.02073965845827,Critical,80,0
4,48588,7.602849157503174,328,11,2,10,2,41,5,76.42641710359496,68.14864234254814,Moderate,43,55
2,12221,7.267529769948322,123,19,8,3,9,14,5,42.52939816554458,38.86746521502407,Moderate,4,55
4,12211,18.79390843115795,355,7,3,1,3,11,4,54.478833677674196,54.843039141499865,Moderate,97,75
2,14569,42.93359033005428,469,6,9,4,0,35,7,27.049593488539358,24.832760850020513,Healthy,24,60
15,32358,51.86812612900064,173,8,10,2,4,34,2,110.36576052212013,101.21673784997176,Critical,46,44
2,38860,35.75522339889166,318,16,5,6,3,31,10,71.51349207151222,69.15056909617712,Moderate,42,12
4,7022,34.26730067702938,431,9,9,1,5,31,4,46.10424418790507,54.59570126771322,Moderate,14,13
6,46337,27.127024358530626,334,2,3,8,5,20,3,75.09032275286542,68.14078910326018,Moderate,63,9
7,14515,13.887887577691165,471,7,5,10,9,20,10,20.86965155213931,13.434488554568858,Healthy,30,16
10,7159,11.509475572962314,170,13,10,6,5,13,8,5.952992389071191,-0.6362382208274653,Healthy,82,16
19,46991,46.83738686715313,395,6,6,9,2,42,7,93.74741084280855,100.73905220921266,Critical,43,30
19,42213,56.012695321311654,261,15,9,6,6,27,3,138.91756238352704,137.08913490199774,Critical,94,45
12,22691,30.20557690124502,438,17,8,10,2,40,4,83.26237146419027,78.24385081086272,Critical,46,48
3,25904,41.2695112293601,197,10,2,7,5,37,4,79.11939392239574,79.09357970332064,Critical,11,89
13,44790,55.295170798451764,127,5,2,5,9,31,10,106.45105944187377,104.8160063372883,Critical,63,98
18,4044,9.95624981137795,414,19,5,8,0,12,7,61.44880818415207,58.60087629562314,Moderate,22,99
8,10612,47.37647992154664,63,13,5,8,7,16,8,38.56120361599043,42.320702490401246,Moderate,49,74
15,6636,38.92492864065663,185,12,5,10,6,29,4,67.32598317208668,64.77660568126501,Moderate,86,79
1,12593,37.925044835642375,353,3,4,9,8,16,8,5.084867296248411,9.735070060614774,Healthy,35,92
3,49947,21.089723566486338,446,19,8,6,2,16,1,99.965308504977,100.63190884021915,Critical,10,17
8,3892,42.614134512772225,329,19,5,1,7,38,9,96.04072928977257,99.18692178719378,Critical,85,74
4,22672,48.71387651514271,128,10,1,9,1,35,7,60.70006958127835,56.18303127484457,Moderate,46,10
16,6812,11.207199071903343,292,17,10,3,8,12,4,70.44186413225263,67.00842475238841,Moderate,55,72
10,32085,34.34367870395411,242,0,5,9,0,26,8,19.316838449868765,16.212128490829734,Healthy,93,88
12,1654,10.569584954307532,467,11,1,7,9,29,10,59.1392452438549,58.09626986221646,Moderate,68,54
14,18143,52.99157106137045,291,17,4,3,6,43,2,155.37587868452485,153.51513403339004,Critical,36,95
14,2798,32.9200197460991,100,6,1,9,9,42,8,59.97813736864099,49.95891427882272,Moderate,83,97
2,38927,49.438112909341655,281,11,6,7,0,25,10,51.959138389443815,45.204680031165736,Moderate,9,2
5,30087,25.244710071641784,308,0,6,7,5,32,6,17.25482482043539,21.976033346160797,Healthy,55,77
5,12618,11.879302474897898,433,3,1,7,0,13,7,11.130791647836674,13.64980071801795,Healthy,85,88
6,9446,7.2824617412141315,424,17,8,2,3,42,7,52.46880418103103,53.75612409142369,Moderate,41,15
13,22646,20.483029142480653,267,14,4,4,6,17,2,103.14067500155805,104.46922107323294,Critical,29,99
9,37591,18.43285352002432,255,2,2,10,1,14,2,41.60240614670123,45.554595136739024,Moderate,93,8
15,49867,35.8193585710979,363,6,1,8,2,42,4,126.53593793964757,124.0689190404295,Critical,21,67
14,28200,6.1956360935039045,430,5,3,2,3,34,6,81.25120870180777,81.98079681061273,Critical,54,44
7,30571,33.631379936454536,418,14,7,4,5,16,4,92.54372935741128,91.52118098771058,Critical,37,1
20,23538,26.547445810660175,360,14,10,10,8,16,6,58.229298061367196,66.7257163883694,Moderate,55,88
2,41555,36.741724845294314,424,5,10,8,3,42,5,29.324180910958397,37.16337644792837,Moderate,70,21
7,44964,43.632964048270054,169,7,8,3,5,42,6,76.60439932870948,79.4175348524468,Critical,35,68
6,21900,39.87505697939115,129,7,5,6,6,38,9,42.779807245469634,39.67433677647966,Moderate,77,48
17,23356,59.155440315535145,91,0,7,2,3,41,6,76.43048693564528,73.84924565401248,Critical,10,20
2,24023,12.604593913227909,70,12,2,8,5,38,6,43.54423703755914,38.562026367220014,Moderate,6,73
3,40148,28.63553549113782,59,12,4,8,2,31,8,38.9926795594588,42.43887152126918,Moderate,95,86
5,18392,28.365690515382113,362,10,6,1,4,11,5,67.13294423740506,63.59916233186579,Moderate,81,90
5,21698,27.937926203660634,202,3,5,3,9,18,5,53.519470862057055,45.74143826776127,Moderate,33,93
1,43470,41.50891156234676,361,6,6,2,3,38,10,66.6701512768399,62.25740233773,Moderate,62,54
8,27535,31.940543330069737,343,11,2,7,6,42,1,107.00559039859824,113.79665083901128,Critical,1,3
12,36450,33.45879078971297,135,12,7,7,5,19,6,73.4562369347123,67.80884572679513,Moderate,61,57
4,34757,28.77957956807206,162,11,8,4,6,37,1,78.93214220119485,77.30705727673127,Critical,6,69
13,13476,59.54347035602094,238,15,9,8,5,21,8,64.5615194240259,61.96820135724311,Moderate,42,58
15,42214,56.015874185047316,161,5,6,3,1,31,10,94.06459548731208,81.5811262579174,Critical,94,25
11,5711,21.924830415040404,224,13,7,9,6,15,9,15.423800119220026,13.892362475664953,Healthy,17,73
10,7479,11.137665862166696,359,18,1,5,7,32,6,97.88518880558297,95.14053182916352,Critical,19,68
3,32390,51.18705982212316,351,15,9,2,6,43,9,87.56857999079043,87.33527750868146,Critical,6,38
14,14161,59.84436382841484,53,3,6,9,3,25,2,50.000177803198675,50.62277291635309,Moderate,85,0
16,33152,21.093489172180504,271,4,4,1,3,19,9,73.70969389824789,72.04604667741461,Critical,51,56
10,15635,24.678170921297145,499,8,10,8,4,30,4,34.1318939519427,36.193648977967776,Moderate,36,97
10,41843,56.78982498168616,270,2,9,6,8,19,3,77.80238826331123,76.86448548295877,Critical,97,47
12,31297,44.11212349016994,220,9,1,1,4,20,1,138.2782173654021,139.93553522864158,Critical,45,71
9,21836,21.260108247879987,367,16,2,4,1,30,1,104.9722717934587,115.61701022796315,Critical,41,20
1,25831,36.957557020615326,262,18,3,3,4,34,8,87.75835541715331,90.46492221494648,Critical,59,30
5,2007,56.93262686503409,302,9,1,7,2,43,2,90.15082924161639,85.26718257966326,Critical,79,57
20,27331,49.649720882017824,173,11,2,7,9,40,1,155.02953509481134,152.73970895603924,Critical,77,46
8,41456,45.800799255076285,177,6,2,6,7,36,2,111.94532311626575,113.31018820859296,Critical,31,22
11,11763,45.53479714498623,262,17,7,10,9,34,3,87.50373466085256,86.96289411105808,Critical,37,74
12,4908,14.791117836074868,161,18,10,10,9,41,4,34.77356909432608,38.70139635228599,Moderate,38,79
1,28573,50.3574681575365,134,14,6,8,1,20,9,29.909887810050144,33.03760173748093,Healthy,25,90
20,20187,20.186524784390198,53,6,9,7,3,35,7,26.549633745713408,26.277347624906255,Healthy,29,6
11,12957,56.170166184584126,114,11,5,4,4,42,5,87.95432595490665,88.94156572957144,Critical,40,48
5,5379,25.055199505758065,367,6,9,7,3,42,5,3.9753161455889208,7.506167974051863,Healthy,8,87
15,28959,52.17132183732411,395,9,10,1,4,22,6,97.36259368030926,97.67601245924878,Critical,31,95
5,17482,19.64284219847908,169,19,9,3,9,23,1,73.47290935846185,78.97813089490134,Critical,55,98
12,28105,33.298981512023225,292,9,2,2,3,10,6,105.13523522882801,97.33426167255237,Critical,52,30
5,1877,10.878691251898331,435,4,9,7,2,14,6,-21.74207045567166,-26.704534060828422,Healthy,6,46
17,49353,41.306539664789575,186,17,3,9,0,39,5,120.80012893082825,131.97988465359077,Critical,75,92
17,19252,50.98436013417611,296,8,3,5,3,27,10,90.29241497767963,86.16267313904284,Critical,22,67
12,32334,44.51460047163288,490,15,9,9,8,21,9,77.88141652075134,79.87983847959129,Critical,80,34
15,20049,33.77921821162615,94,6,7,8,0,43,10,15.67895776450562,18.192767759474563,Healthy,51,74
15,18772,7.4813733230802715,195,9,8,1,6,23,10,41.922165966410844,38.204934750525155,Moderate,20,33
6,3637,56.33925539439721,417,4,7,2,2,25,5,51.01307196665999,51.393374824861894,Moderate,75,57
12,8242,43.801925171824905,225,6,9,6,7,20,9,19.847859854944247,21.40273360981834,Healthy,85,14
20,43025,46.02253311009331,91,4,8,5,5,42,10,67.45984280614054,74.19744615005797,Critical,22,77
18,42381,48.707431653094396,346,14,4,7,0,24,7,127.28482902171595,122.91082246758732,Critical,68,84
14,36651,46.125888426018584,138,18,2,9,9,19,3,143.61429143936036,138.61539477965474,Critical,17,70
2,34972,29.261389025408352,267,9,5,4,4,12,9,43.0076653213413,42.12694432762189,Moderate,36,80
9,17928,45.34920061083707,491,7,2,8,7,20,10,61.33803546324517,67.29154203489988,Moderate,6,41
5,29742,39.37647332956809,277,8,4,4,2,20,7,63.87612638984433,62.28756838756641,Moderate,60,17
20,12831,51.970898351783255,347,10,2,3,3,25,4,136.43306329337673,133.35143203560142,Critical,2,77
1,49232,49.13528984355538,340,1,5,2,6,39,9,72.90749326799008,73.30486798483194,Critical,0,37
3,20556,7.275591035699294,471,2,6,8,5,10,6,0.5443252092498971,-4.07142660857798,Healthy,59,63
6,26343,25.838789968293288,116,12,1,8,6,43,9,62.02176676802817,61.41615826541293,Moderate,5,28
5,23834,6.909388370114201,300,10,8,3,8,28,4,50.581982331780615,49.15506971774133,Moderate,70,9
5,47762,10.614120862135385,90,9,2,1,8,43,10,87.75562152146325,80.92979126524449,Critical,90,16
1,40288,38.07758971019862,148,14,5,6,1,13,2,71.87088979112977,74.08425843023961,Critical,57,31
17,34422,53.06020016392394,355,5,8,5,2,19,9,63.42979976182376,71.15699184331086,Critical,30,60
19,24205,11.590361729009697,409,0,5,8,3,26,10,24.07218589314167,24.98881971818517,Healthy,7,83
14,19830,29.809910810675735,391,13,3,6,5,25,4,103.31915938282489,106.35490348254487,Critical,77,80
12,9412,55.09833976435441,128,17,6,4,4,30,2,101.0612638255941,107.98524266642913,Critical,14,45
10,4666,49.78655410193733,350,10,1,10,5,37,7,75.40459364400488,72.32284927229443,Critical,6,70
20,38045,33.58173430562614,248,7,1,10,7,17,7,98.59455690303204,98.7906149401832,Critical,6,55
18,21786,47.436429163085705,196,2,8,2,1,38,5,62.58926486910807,71.52966781570036,Critical,32,60
11,6515,33.748157572449536,155,13,7,8,5,15,5,46.04442503957196,37.89690190240524,Moderate,40,43
2,42973,13.695078550556682,450,1,10,5,8,39,8,14.889550153688987,18.73270600996549,Healthy,56,93
18,27627,11.86048622719235,242,15,10,8,4,11,6,44.955976065397756,47.87346644812061,Moderate,6,37
7,16198,15.360252763688838,171,5,3,5,0,40,1,52.95408032725135,48.14267580400001,Moderate,58,49
15,4985,24.300715223112373,126,0,8,6,7,34,4,19.226562080117613,16.740625384037678,Healthy,19,73
11,46903,56.179109722071026,361,13,8,10,3,32,1,120.26566110298486,114.82997850651456,Critical,70,31
18,41935,48.982312750948076,161,9,1,5,7,30,5,132.8808570752608,144.1285138126887,Critical,49,89
12,30475,28.804085867447462,398,5,10,3,3,25,5,54.96810304111039,56.33345375358169,Moderate,13,52
6,41216,32.11921903831657,346,8,7,10,7,13,4,55.540722189312326,54.75926045566695,Moderate,14,47
20,20403,19.608520171652817,219,6,2,8,8,17,9,68.53752130427253,62.131444198391065,Moderate,81,80
13,4681,43.73941260596716,55,1,2,3,4,15,8,34.24921843976338,38.07394293545049,Moderate,9,0
20,27019,49.15211193041209,246,10,2,4,4,36,10,115.79754320170544,117.83068841492145,Critical,98,89
16,28586,18.13975826171671,147,13,5,6,1,33,3,85.8217842604087,85.17644749084133,Critical,90,29
18,43292,7.300189308255595,378,4,7,2,8,15,5,91.61912473442865,88.11955632558997,Critical,64,8
10,38521,39.31389187396337,279,8,4,7,3,42,6,80.96569527785995,86.72715100847927,Critical,54,32
8,40850,35.93816655244241,217,6,4,5,2,11,5,73.07877902409393,68.88071670792944,Moderate,27,25
18,37770,27.117213526588202,346,13,9,10,1,25,8,56.273327086248486,59.224562332456536,Moderate,97,41
1,6629,40.414166797526555,314,15,10,5,2,18,5,28.37708244067277,26.02552791129593,Healthy,47,73
8,28710,35.2837313891829,57,15,9,5,3,14,8,38.99194759342346,39.60604802747437,Moderate,2,41
6,31328,18.781986712680602,221,6,7,2,8,19,10,34.58836790854103,33.240219611977764,Healthy,59,95
5,13278,26.87509365924973,491,9,10,10,5,39,10,0.39854128769869157,-0.7443192428674195,Healthy,2,38
15,9417,28.546246336098292,409,5,4,9,9,16,3,72.07905338430535,65.62233760858743,Moderate,74,60
15,35765,53.413639696156004,244,16,8,3,4,38,5,128.65770759873817,130.0367721634777,Critical,67,46
2,9963,57.84972847709277,318,0,10,7,8,11,4,5.21095072575498,6.027797535839312,Healthy,93,41
1,49552,54.11507493180734,68,1,3,5,7,29,6,74.36598264501674,68.97421188095142,Moderate,38,47
11,38292,44.554791322858875,403,13,3,10,5,13,3,119.81730972406962,112.90780711486558,Critical,53,51
10,26009,37.1746003483202,401,3,7,10,2,37,10,15.627326785856939,17.51827089960097,Healthy,31,32
18,28675,42.90938995062752,98,8,9,5,6,17,4,79.1442300171359,75.40466188638784,Critical,15,26
18,37175,56.65100714029789,405,5,4,4,9,44,4,146.12640737313947,150.89069076404854,Critical,16,42
17,7731,18.749930437310745,387,16,4,10,5,11,5,74.34179471825722,70.8153678016126,Critical,10,28
8,41563,34.431627922037265,207,10,1,6,7,37,6,111.9288257326854,107.72305729288061,Critical,99,18
